         16610805 function calls (16597347 primitive calls) in 38.085 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        4    0.000    0.000    0.000    0.000 __init__.py:324(wrap)
        6    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.002    0.002 version.py:27(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2518(BoundArguments)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        3    0.000    0.000    0.000    0.000 rcsetup.py:337(<listcomp>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:617(validate_bbox)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2886(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3118(__lshift__)
        1    0.000    0.000    0.000    0.000 colors.py:773(Normalize)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
       24    0.000    0.000    0.000    0.000 artist.py:746(get_clip_path)
        4    0.000    0.000    0.000    0.000 transforms.py:313(_get_y1)
        1    0.000    0.000    0.000    0.000 transforms.py:2193(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2409(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 collections.py:828(_CollectionWithSizes)
        2    0.000    0.000    0.000    0.000 font_manager.py:1007(set)
        4    0.000    0.000    0.000    0.000 text.py:1012(set_horizontalalignment)
        1    0.000    0.000    0.000    0.000 patches.py:652(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:799(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:913(Polygon)
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1709(is_saving)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:129(set_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:17(Gcf)
        1    0.000    0.000    0.000    0.000 backend_tools.py:33(ToolBase)
        1    0.000    0.000    0.000    0.000 figure.py:425(set_tight_layout)
        2    0.000    0.000    0.000    0.000 figure.py:774(set_facecolor)
        1    0.000    0.000    0.000    0.000 image.py:189(<listcomp>)
       12    0.000    0.000    0.000    0.000 _subplots.py:101(get_subplotspec)
        1    0.000    0.000    0.000    0.000 rrule.py:73(<listcomp>)
       14    0.000    0.000    0.000    0.000 _common.py:8(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:706(TextArea)
       32    0.000    0.000    0.000    0.000 axis.py:303(<listcomp>)
        1    0.000    0.000    0.000    0.000 geo.py:23(GeoAxes)
        1    0.000    0.000    0.000    0.000 backend_agg.py:426(new_figure_manager_given_figure)
       16    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:727(exec_module)
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        2    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        2    0.000    0.000    0.000    0.000 getlimits.py:275(max)
        1    0.000    0.000    0.000    0.000 __init__.py:426(Formatter)
        3    0.000    0.000    0.000    0.000 __init__.py:683(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1251(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1588(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 utils.py:1906(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1971(suppress_warnings)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        2    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6120(MaskedConstant)
        2    0.000    0.000    0.000    0.000 __init__.py:285(set_level)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        6    0.000    0.000    0.000    0.000 six.py:184(find_module)
        8    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        6    0.000    0.000    0.000    0.000 version.py:302(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:554(silent_list)
        6    0.000    0.000    0.000    0.000 cbook.py:1363(clear)
        3    0.000    0.000    0.000    0.000 rcsetup.py:349(validate_color_or_auto)
        2    0.000    0.000    0.000    0.000 fontconfig_pattern.py:183(<listcomp>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:259(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1959(Regex)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2341(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2571(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2782(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2896(OneOrMore)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3221(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:400(Colormap)
       15    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 decoder.py:334(decode)
        1    0.000    0.000    0.000    0.000 pyplot.py:72(_backend_selection)
        1    0.000    0.000    0.000    0.000 pyplot.py:593(get_fignums)
        1    0.000    0.000    0.000    0.000 colorbar.py:886(Colorbar)
        8    0.000    0.000    0.000    0.000 artist.py:913(get_zorder)
       15    0.000    0.000    0.000    0.000 transforms.py:2069(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2542(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 collections.py:1017(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 contour.py:1387(QuadContourSet)
        2    0.000    0.000    0.000    0.000 font_manager.py:992(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1751(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 patches.py:587(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:1453(Circle)
        6    0.000    0.000    0.000    0.000 patches.py:1779(<listcomp>)
        1    0.000    0.000    0.000    0.000 widgets.py:65(Widget)
        1    0.000    0.000    0.000    0.000 textpath.py:27(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:413(TextPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:396(Fonts)
        1    0.000    0.000    0.007    0.007 mathtext.py:2764(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:24(Cursors)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:31(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:198(__init__)
        1    0.000    0.000    0.023    0.023 core.py:155(load_base_library)
        1    0.000    0.000    0.000    0.000 figure.py:159(SubplotParams)
        1    0.000    0.000    0.000    0.000 figure.py:59(AxesStack)
        1    0.000    0.000    0.000    0.000 image.py:903(PcolorImage)
        1    0.000    0.000    0.000    0.000 dates.py:894(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:1388(_rrulestr)
        1    0.000    0.000    0.000    0.000 relativedelta.py:13(<listcomp>)
        1    0.000    0.000    0.000    0.000 parser.py:232(parserinfo)
        1    0.000    0.000    0.000    0.000 tz.py:149(tzlocal)
        1    0.000    0.000    0.000    0.000 offsetbox.py:577(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1256(OffsetImage)
        1    0.000    0.000    0.000    0.000 table.py:40(Cell)
        1    0.000    0.000    0.000    0.000 table.py:154(CustomCell)
        4    0.000    0.000    0.000    0.000 _base.py:900(set_axes_locator)
        4    0.000    0.000    0.000    0.000 _base.py:2753(xaxis_inverted)
        4    0.000    0.000    0.000    0.000 _base.py:2758(get_xbound)
        1    0.000    0.000    0.000    0.000 axis.py:354(XTick)
        1    0.000    0.000    0.000    0.000 __init__.py:31(get_projection_names)
       10    0.000    0.000    0.000    0.000 backend_agg.py:314(option_image_nocomposite)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 posixpath.py:119(splitext)
        1    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 re.py:330(filter)
        1    0.000    0.000    0.000    0.000 sre_parse.py:964(expand_template)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        2    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 parse.py:134(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:338(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        2    0.000    0.000    0.000    0.000 numeric.py:1964(set_string_function)
        1    0.000    0.000    0.000    0.000 arrayprint.py:542(FloatFormat)
        1    0.000    0.000    0.000    0.000 getlimits.py:198(iinfo)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 case.py:217(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:1143(Manager)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        3    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 main.py:48(TestProgram)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        6    0.000    0.000    0.000    0.000 core.py:845(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2357(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:6230(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6305(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:296(set_fileo)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        3    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        1    0.000    0.000    0.000    0.000 cbook.py:336(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 cbook.py:1306(Stack)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        6    0.000    0.000    0.000    0.000 rcsetup.py:342(validate_color_or_inherit)
        3    0.000    0.000    0.000    0.000 rcsetup.py:541(validate_negative_linestyle_legacy)
        3    0.000    0.000    0.000    0.000 rcsetup.py:552(validate_corner_mask)
        3    0.000    0.000    0.000    0.000 rcsetup.py:630(validate_sketch)
        9    0.000    0.000    0.000    0.000 rcsetup.py:647(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:166(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:227(ParseSyntaxException)
        4    0.000    0.000    0.000    0.000 pyparsing.py:257(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:371(__len__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1488(__invert__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2290(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2288(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2396(ParseExpression)
        1    0.000    0.000    0.000    0.000 colors.py:94(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:279(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:967(SymLogNorm)
       11    0.000    0.000    0.000    0.000 _color_data.py:34(<genexpr>)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:370(Purpose)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        1    0.000    0.000    0.000    0.000 error.py:39(HTTPError)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
