         16610805 function calls (16597347 primitive calls) in 38.085 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:170(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 core.py:892(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:971(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:2363(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6291(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6358(_frommethod)
        1    0.000    0.000    0.000    0.000 core.py:7850(_convert2ma)
        1    0.000    0.000    0.000    0.000 extras.py:216(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 __init__.py:281(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:697(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 __init__.py:1303(rc_context)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:850(BlockFinder)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 cbook.py:658(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:861(Sorter)
        1    0.000    0.000    0.000    0.000 cbook.py:909(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:1047(RingBuffer)
        1    0.000    0.000    0.000    0.000 cbook.py:1517(MemoryMonitor)
        4    0.000    0.000    0.000    0.000 cbook.py:2652(<listcomp>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:525(KqueueSelector)
        1    0.000    0.000    0.000    0.000 rcsetup.py:54(ValidateInStrings)
        2    0.000    0.000    0.000    0.000 rcsetup.py:148(deprecate_axes_hold)
        3    0.000    0.000    0.000    0.000 rcsetup.py:165(validate_float_or_None)
        2    0.000    0.000    0.000    0.000 rcsetup.py:180(validate_string_or_None)
        1    0.000    0.000    0.000    0.000 pyparsing.py:256(_ParseResultsWithOffset)
        2    0.000    0.000    0.000    0.000 pyparsing.py:498(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1835(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2023(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2209(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2265(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2308(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2641(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2697(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2854(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2868(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2941(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3131(__ilshift__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3225(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(__init__)
        1    0.000    0.000    0.004    0.004 pyparsing.py:3628(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 colors.py:72(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:701(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:896(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1083(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1159(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1352(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1367(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1443(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1501(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1559(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(IPv6Network)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 pyplot.py:121(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 transforms.py:2498(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2582(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2606(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2643(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 collections.py:877(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:903(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1082(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1527(CircleCollection)
        2    0.000    0.000    0.000    0.000 cm.py:64(<listcomp>)
        3    0.000    0.000    0.000    0.000 _cm.py:100(get_color_function)
        1    0.000    0.000    0.000    0.000 _cm.py:61(cubehelix)
        2    0.000    0.000    0.000    0.000 mlab.py:2993(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:3612(GaussianKDE)
        1    0.000    0.000    0.000    0.000 contour.py:42(ClabelText)
        1    0.000    0.000    0.000    0.000 ticker.py:212(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:238(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:1155(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1253(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1382(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1529(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1867(LogLocator)
        1    0.000    0.000    0.000    0.000 font_manager.py:978(TempCache)
        1    0.000    0.000    0.000    0.000 patches.py:286(set_aa)
        1    0.000    0.000    0.000    0.000 patches.py:883(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:1156(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1260(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1364(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1392(Ellipse)
        6    0.000    0.000    0.000    0.000 patches.py:1770(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1847(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:1941(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:3274(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3739(Simple)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1503(MouseEvent)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1703(_idle_draw_cntx)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3327(StatusbarBase)
        1    0.000    0.000    0.000    0.000 widgets.py:37(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:27(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:138(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:264(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:1016(MultiCursor)
        1    0.000    0.000    0.000    0.000 mathtext.py:109(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:163(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:554(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:771(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:885(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1375(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1616(Hlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1727(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1871(GlueSpec)
        1    0.000    0.000    0.000    0.000 mathtext.py:1952(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:2058(Ship)
        1    0.000    0.000    0.000    0.000 backend_tools.py:136(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:197(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:338(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:371(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:421(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:431(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:441(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:560(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:578(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:594(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:602(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 Image.py:451(_E)
        1    0.000    0.000    0.000    0.000 blocking_input.py:352(BlockingKeyMouseInput)
        2    0.000    0.000    0.000    0.000 figure.py:766(set_edgecolor)
        1    0.000    0.000    0.000    0.000 image.py:1036(FigureImage)
        1    0.000    0.000    0.000    0.000 image.py:1089(BboxImage)
        4    0.000    0.000    0.000    0.000 _axes.py:231(set_ylabel)
        1    0.000    0.000    0.000    0.000 dates.py:290(bytespdate2num)
        1    0.000    0.000    0.000    0.000 rrule.py:63(weekday)
        1    0.000    0.000    0.000    0.000 rrule.py:300(rrule)
        1    0.000    0.000    0.000    0.000 rrule.py:1084(_iterinfo)
        1    0.000    0.000    0.000    0.000 parser.py:210(_resultbase)
        1    0.000    0.000    0.000    0.000 parser.py:485(parser)
        1    0.000    0.000    0.000    0.000 parser.py:1173(_result)
        1    0.000    0.000    0.000    0.000 tz.py:721(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:882(tzstr)
        1    0.000    0.000    0.000    0.000 units.py:121(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:53(DraggableLegend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:873(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 legend_handler.py:45(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:393(__init__)
        1    0.000    0.000    0.000    0.000 streamplot.py:326(StreamMask)
        1    0.000    0.000    0.000    0.000 trirefine.py:51(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 axis.py:488(YTick)
        1    0.000    0.000    0.000    0.000 scale.py:18(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:176(LogScale)
        1    0.000    0.000    0.000    0.000 scale.py:572(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:113(get_projection_names)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:337(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:478(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:414(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:572(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 polar.py:26(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:85(PolarAffine)
        1    0.000    0.000    0.000    0.000 tight_layout.py:174(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 os.py:1065(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
       10    0.000    0.000    0.000    0.000 enum.py:597(value)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:282(pos)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:342(_FuncPtr)
        1    0.000    0.000    0.000    0.000 __init__.py:371(PyDLL)
        2    0.000    0.000    0.000    0.000 __init__.py:412(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:340(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 datetime.py:953(tzinfo)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:470(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:960(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:965(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1432(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:118(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:313(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:327(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numeric.py:3017(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:3022(errstate)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.000    0.000 arrayprint.py:651(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:671(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:701(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:729(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:750(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:777(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 case.py:293(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 __init__.py:239(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:599(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:641(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:678(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1077(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1101(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1580(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1574(RootLogger)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 argparse.py:637(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:738(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:829(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:864(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:887(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:921(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1200(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 utils.py:46(KnownFailureException)
        1    0.000    0.000    0.000    0.000 utils.py:1638(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1865(IgnoreException)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        1    0.000    0.000    0.000    0.000 defmatrix.py:14(_NumCharTable)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 core.py:90(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:130(MAError)
        1    0.000    0.000    0.000    0.000 core.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:829(__init__)
        1    0.000    0.000    0.000    0.000 core.py:839(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:860(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:6287(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6301(_maximum_operation)
        1    0.000    0.000    0.000    0.000 extras.py:289(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:302(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:1439(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1521(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:263(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:455(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 inspect.py:848(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:2341(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2345(_empty)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 errors.py:11(DistutilsError)
        1    0.000    0.000    0.000    0.000 errors.py:15(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:36(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:42(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:56(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:67(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:72(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:75(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 errors.py:79(CCompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:82(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:88(LibError)
        1    0.000    0.000    0.000    0.000 errors.py:92(LinkError)
        1    0.000    0.000    0.000    0.000 errors.py:96(UnknownFileError)
        1    0.000    0.000    0.000    0.000 cbook.py:36(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:279(tostr)
        1    0.000    0.000    0.000    0.000 cbook.py:285(todatetime)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:313(tofloat)
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
        1    0.000    0.000    0.000    0.000 cbook.py:580(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:645(Bunch)
        1    0.000    0.000    0.000    0.000 cbook.py:1020(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1286(maxdict)
        1    0.000    0.000    0.000    0.000 cbook.py:2144(<listcomp>)
        1    0.000    0.000    0.000    0.000 cbook.py:2330(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 cbook.py:2350(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        2    0.000    0.000    0.000    0.000 rcsetup.py:107(validate_any)
        1    0.000    0.000    0.000    0.000 rcsetup.py:300(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 rcsetup.py:321(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 rcsetup.py:643(ValidateInterval)
        1    0.000    0.000    0.000    0.000 pyparsing.py:144(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:156(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:213(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:222(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:248(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1695(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1701(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1723(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1808(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1825(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2258(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2328(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2326(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2339(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2355(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2374(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2511(_ErrorStop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2955(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2983(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3027(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3177(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3187(Combine)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3219(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3262(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3271(OnlyOnce)
        1    0.000    0.000    0.000    0.000 colors.py:1234(NoNorm)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1195(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1343(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:1411(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
